17889,State,PopulationLatitude,,Longitude
Quanah,Texas,2487,34.2954,-99.7429
Quantico,Virginia,553,38.5224,-77.2901
Quapaw,Oklahoma,876,36.9581,-94.7813
Quartzsite,Arizona,3763,33.6675,-114.217
Quasqueton,Iowa,564,42.3945,-91.7578
Queen Anne,Maryland,213,38.9021,-76.6973
Queen City,Missouri,625,40.4127,-92.5663
Queen City,Texas,1436,33.1507,-94.1524
Queen Creek,Arizona,50890,33.2386,-111.634
Queenstown,Maryland,695,38.9868,-76.1633
Quenemo,Kansas,377,38.5802,-95.5267
Questa,New Mexico,1755,36.7114,-105.594
Quimby,Iowa,292,42.6292,-95.644
Quinby,South Carolina,922,34.2282,-79.7358
Quincy,Florida,6827,30.5659,-84.5857
Quincy,Illinois,39949,39.9335,-91.3799
Quincy,Massachusetts,94470,42.2516,-71.0183
Quincy,Michigan,1617,41.9432,-84.8844
Quincy,Ohio,704,40.2956,-83.9687
Quincy,Washington,8033,47.2344,-119.853
Quinlan,Texas,1524,32.909,-96.1312
Quinn,South Dakota,61,43.9866,-102.126
Quintana,Texas,94,28.9279,-95.317
Quinter,Kansas,1057,39.0666,-100.235
Quinton,Oklahoma,985,35.1249,-95.3676
Quinwood,West Virginia,263,38.0586,-80.706
Quitaque,Texas,389,34.3674,-101.055
Quitman,Arkansas,719,35.382,-92.2142
Quitman,Georgia,3652,30.7849,-83.5603
Quitman,Louisiana,174,32.3507,-92.7236
Quitman,Mississippi,2111,32.0417,-88.7202
Quitman,Texas,1849,32.7951,-95.4442
Qulin,Missouri,456,36.5977,-90.2522
Quogue,New York,1014,40.8215,-72.5987
Raceland,Kentucky,2355,38.5376,-82.7344
Racine,Minnesota,593,43.7755,-92.481
Racine,Ohio,664,38.9685,-81.9112
Racine,Wisconsin,76760,42.7274,-87.8135
Radcliff,Kentucky,22914,37.8206,-85.9366
Radcliffe,Iowa,524,42.3177,-93.4343
Radford,Virginia,18249,37.1229,-80.5587
Radisson,Wisconsin,405,45.7684,-91.2179
Radium,Kansas,24,38.1738,-98.8944
Radom,Illinois,211,38.2798,-89.1921
Raeford,North Carolina,4956,34.981,-79.2291
Ragan,Nebraska,38,40.3108,-99.2896
Ragland,Alabama,1722,33.7469,-86.1384
Rahway,New Jersey,29895,40.6077,-74.2807
Raiford,Florida,239,30.0637,-82.2391
Rainbow City,Alabama,9611,33.9337,-86.0922
Rainelle,West Virginia,1520,37.9678,-80.7717
Rainier,Oregon,2010,46.0768,-122.94
Rainier,Washington,2287,46.8917,-122.687
Rainsville,Alabama,5123,34.4939,-85.8435
Rake,Iowa,209,43.4806,-93.9202
Raleigh,Illinois,329,37.8262,-88.5304
Raleigh,Mississippi,1411,32.0322,-89.5247
Raleigh,North Carolina,474069,35.8325,-78.6435
Ralls,Texas,1806,33.6788,-101.385
Ralston,Iowa,73,42.0418,-94.6293
Ralston,Nebraska,7273,41.2005,-96.0354
Ralston,Oklahoma,319,36.5036,-96.7374
Ramah,Colorado,130,39.1222,-104.167
Ramer,Tennessee,296,35.0719,-88.6175
Ramona,Kansas,177,38.5979,-97.0638
Ramona,Oklahoma,545,36.5322,-95.926
Ramona,South Dakota,206,44.1199,-97.2154
Ramseur,North Carolina,1690,35.7372,-79.6543
Ramsey,Illinois,1011,39.1457,-89.1103
Ramsey,Minnesota,27721,45.2617,-93.4494
Ranburne,Alabama,398,33.5259,-85.339
Ranchester,Wyoming,1041,44.9075,-107.167
Rancho Cordova,California,75087,38.574,-121.252
Rancho Cucamonga,California,177603,34.1248,-117.567
Rancho Mirage,California,18528,33.7634,-116.427
Rancho Palos Verdes,California,41530,33.7554,-118.364
Rancho Santa Margarita,California,47896,33.6318,-117.599
Rancho Viejo,Texas,2460,26.0361,-97.5568
Randalia,Iowa,56,42.8636,-91.8864
Randall,Iowa,163,42.2372,-93.6026
Randall,Kansas,62,39.6418,-98.0457
Randall,Minnesota,624,46.0887,-94.5007
Randleman,North Carolina,4115,35.8165,-79.8066
Randlett,Oklahoma,413,34.1773,-98.4639
Randolph,Iowa,155,40.8734,-95.5647
Randolph,Kansas,156,39.4289,-96.7598
Randolph,Minnesota,446,44.526,-93.0198
Randolph,Missouri,55,39.156,-94.4929
Randolph,Nebraska,890,42.3775,-97.3577
Randolph,Utah,508,41.6644,-111.186
Randolph,Wisconsin,1747,43.5396,-89.0029
Random Lake,Wisconsin,1565,43.5541,-87.9548
Rangely,Colorado,2263,40.0861,-108.779
Ranger,Georgia,136,34.5013,-84.7111
Ranger,Texas,2469,32.4693,-98.6751
Ranier,Minnesota,556,48.6066,-93.353
Rankin,Illinois,513,40.4644,-87.8959
Rankin,Texas,851,31.2255,-101.939
Ranlo,North Carolina,3668,35.2889,-81.1292
Ransom,Illinois,356,41.1586,-88.6542
Ransom,Kansas,260,38.6366,-99.9328
Ransom Canyon,Texas,1124,33.5303,-101.684
Rantoul,Illinois,12493,40.3031,-88.1549
Rantoul,Kansas,186,38.5483,-95.1012
Rapid City,South Dakota,77503,44.0716,-103.22
Rapids City,Illinois,967,41.5786,-90.3399
Rarden,Ohio,147,38.9233,-83.2425
Raritan,Illinois,122,40.6958,-90.8253
Ratcliff,Arkansas,183,35.3066,-93.8887
Rathbun,Iowa,86,40.8017,-92.8871
Rathdrum,Idaho,9150,47.7995,-116.891
Ratliff City,Oklahoma,117,34.4492,-97.5155
Raton,New Mexico,5938,36.8849,-104.44
Rattan,Oklahoma,296,34.2004,-95.4131
Ravena,New York,3173,42.4755,-73.8113
Ravenden,Arkansas,451,36.2417,-91.2511
Ravenden Springs,Arkansas,121,36.3127,-91.2233
Ravenel,South Carolina,2720,32.7768,-80.2272
Ravenna,Kentucky,559,37.6871,-83.9502
Ravenna,Michigan,1274,43.1889,-85.9416
Ravenna,Nebraska,1358,41.0276,-98.8947
Ravenna,Ohio,11361,41.1613,-81.2421
Ravenna,Texas,225,33.6705,-96.2409
Ravenswood,West Virginia,3643,38.956,-81.7619
Ravenwood,Missouri,401,40.3525,-94.6723
Ravia,Oklahoma,525,34.2408,-96.7565
Ravinia,South Dakota,64,43.1365,-98.4268
Rawlins,Wyoming,8510,41.7849,-107.227
Rawson,Ohio,557,40.9569,-83.785
Ray,North Dakota,901,48.3416,-103.163
Ray City,Georgia,1094,31.0729,-83.196
Rayland,Ohio,393,40.1842,-80.6911
Rayle,Georgia,185,33.7902,-82.9031
Raymond,Illinois,942,39.3198,-89.5747
Raymond,Iowa,793,42.4694,-92.2296
Raymond,Kansas,76,38.2779,-98.414
Raymond,Minnesota,756,45.0186,-95.2369
Raymond,Mississippi,2115,32.2609,-90.4083
Raymond,Nebraska,185,40.9567,-96.7816
Raymond,South Dakota,54,44.9105,-97.9372
Raymond,Washington,2994,46.6839,-123.738
Raymondville,Missouri,352,37.3398,-91.8364
Raymondville,Texas,10880,26.4759,-97.7769
Raymore,Missouri,22194,38.8029,-94.4583
Rayne,Louisiana,7992,30.2403,-92.2668
Raynham,North Carolina,71,34.5759,-79.1911
Raytown,Missouri,28991,38.9944,-94.4641
Rayville,Louisiana,3474,32.4707,-91.7576
Raywick,Kentucky,135,37.5606,-85.4311
Rea,Missouri,48,40.0616,-94.7646
Reading,Kansas,227,38.5191,-95.9572
Reading,Michigan,1044,41.8396,-84.7478
Reading,Ohio,10296,39.2243,-84.4333
Reading,Pennsylvania,88375,40.34,-75.9267
Readlyn,Iowa,846,42.7038,-92.2249
Readstown,Wisconsin,416,43.4485,-90.759
Reardan,Washington,610,47.6697,-117.878
Reasnor,Iowa,155,41.5789,-93.0229
Rebecca,Georgia,165,31.8072,-83.4876
Rector,Arkansas,1732,36.2642,-90.2935
Red Bank,Tennessee,11840,35.1117,-85.2961
Red Bay,Alabama,3085,34.4358,-88.1362
Red Bluff,California,14539,40.1735,-122.241
Red Boiling Springs,Tennessee,1132,36.5301,-85.8481
Red Bud,Illinois,3480,38.2096,-89.9997
Red Cliff,Colorado,282,39.5092,-106.37
Red Cloud,Nebraska,916,40.0864,-98.5222
Red Creek,New York,490,43.2488,-76.7225
Red Cross,North Carolina,761,35.2659,-80.3622
Red Lake Falls,Minnesota,1418,47.8837,-96.2727
Red Level,Alabama,478,31.4055,-86.6084
Red Lick,Texas,1010,33.4767,-94.1688
Red Lodge,Montana,2303,45.1933,-109.25
Red Oak,Iowa,5276,41.0141,-95.2248
Red Oak,North Carolina,3468,36.0415,-77.9065
Red Oak,Oklahoma,478,34.9508,-95.0814
Red Oak,Texas,13464,32.5207,-96.7864
Red River,New Mexico,463,36.7041,-105.406
Red Rock,Oklahoma,289,36.4601,-97.1796
Red Springs,North Carolina,3302,34.8046,-79.1822
Red Wing,Minnesota,16320,44.5816,-92.6036
Redbird,Oklahoma,154,35.8871,-95.5872
Reddick,Florida,551,29.3687,-82.1976
Reddick,Illinois,157,41.0985,-88.2486
Redding,California,92590,40.5698,-122.365
Redding,Iowa,78,40.6068,-94.3863
Redfield,Arkansas,1514,34.4429,-92.1843
Redfield,Iowa,816,41.5904,-94.1963
Redfield,Kansas,143,37.8365,-94.882
Redfield,South Dakota,2273,44.8725,-98.5186
Redgranite,Wisconsin,2128,44.0513,-89.1058
Redings Mill,Missouri,150,37.0196,-94.517
Redington Beach,Florida,1471,27.8128,-82.8096
Redington Shores,Florida,2293,27.8293,-82.8278
Redkey,Indiana,1282,40.3483,-85.1539
Redlands,California,71513,34.0511,-117.171
Redmon,Illinois,158,39.6447,-87.8616
Redmond,Oregon,32421,44.2631,-121.18
Redmond,Utah,747,39.0058,-111.867
Redmond,Washington,71929,47.6762,-122.117
Redondo Beach,California,66749,33.8574,-118.377
Redwater,Texas,1101,33.3586,-94.2551
Redwood City,California,85925,37.5026,-122.225
Redwood Falls,Minnesota,4963,44.5471,-95.1031
Ree Heights,South Dakota,58,44.5158,-99.2005
Reece City,Alabama,627,34.0772,-86.0345
Reed,Arkansas,147,33.7017,-91.4458
Reed City,Michigan,2391,43.8725,-85.5069
Reeder,North Dakota,148,46.1059,-102.942
Reedley,California,25658,36.5987,-119.447
Reeds,Missouri,100,37.1165,-94.1682
Reeds Spring,Missouri,867,36.7402,-93.3797
Reedsburg,Wisconsin,9521,43.5347,-89.9965
Reedsport,Oregon,4112,43.6983,-124.112
Reedsville,West Virginia,604,39.5102,-79.8006
Reedsville,Wisconsin,1147,44.1525,-87.9517
Reedy,West Virginia,161,38.8996,-81.4264
Reese,Michigan,1364,43.4528,-83.6893
Reeseville,Wisconsin,680,43.3062,-88.8445
Reeves,Louisiana,244,30.5216,-93.0428
Reevesville,South Carolina,204,33.2021,-80.6456
Reform,Alabama,1552,33.3788,-88.0173
Refugio,Texas,2734,28.3073,-97.275
Regal,Minnesota,35,45.4054,-94.8397
Regan,North Dakota,43,47.1568,-100.527
Regent,North Dakota,157,46.4222,-102.558
Register,Georgia,189,32.3657,-81.8845
Rehobeth,Alabama,1657,31.1242,-85.4382
Rehoboth Beach,Delaware,1546,38.7171,-75.0845
Reidsville,Georgia,2645,32.0871,-82.1244
Reidsville,North Carolina,13987,36.3377,-79.6727
Reidville,South Carolina,678,34.866,-82.105
Reile's Acres,North Dakota,700,46.927,-96.8666
Reinbeck,Iowa,1626,42.3225,-92.5943
Reklaw,Texas,395,31.8662,-94.9834
Reliance,South Dakota,212,43.88,-99.6018
Rembrandt,Iowa,194,42.8257,-95.1656
Remer,Minnesota,398,47.0569,-93.9126
Remerton,Georgia,1079,30.8441,-83.3086
Reminderville,Ohio,4517,41.3338,-81.4018
Remington,Indiana,1155,40.765,-87.1556
Remington,Virginia,658,38.5346,-77.8083
Remsen,Iowa,1617,42.8148,-95.9725
Rendville,Ohio,36,39.6199,-82.09
Renfrow,Oklahoma,12,36.9249,-97.657
Renick,Missouri,169,39.3419,-92.4109
Rennert,North Carolina,372,34.8141,-79.0791
Reno,Nevada,255601,39.5497,-119.848
Reno,Texas,3346,33.6659,-95.4768
Renova,Mississippi,747,33.7805,-90.7232
Rensselaer,Indiana,5842,40.9375,-87.1684
Rensselaer,Missouri,230,39.6692,-91.5387
Rensselaer,New York,9171,42.6465,-73.7328
Rensselaer Falls,New York,307,44.5909,-75.319
Rentiesville,Oklahoma,124,35.533,-95.4849
Renton,Washington,101751,47.4784,-122.192
Rentz,Georgia,285,32.3835,-82.9917
Renville,Minnesota,1189,44.7908,-95.2048
Renwick,Iowa,262,42.8269,-93.9813
Repton,Alabama,258,31.4097,-87.2393
Republic,Kansas,107,39.9239,-97.8245
Republic,Missouri,16938,37.1452,-93.4446
Republic,Ohio,520,41.125,-83.0167
Republic,Washington,1066,48.6483,-118.733
Republican City,Nebraska,154,40.0987,-99.2223
Resaca,Georgia,803,34.5789,-84.944
Reserve,Kansas,81,39.977,-95.5654
Reserve,New Mexico,277,33.709,-108.761
Rest Haven,Georgia,63,34.1354,-83.9763
Retreat,Texas,384,32.0507,-96.4787
Reubens,Idaho,64,46.3229,-116.543
Revere,Massachusetts,53073,42.4192,-71.0036
Revere,Minnesota,88,44.2215,-95.3611
Revere,Missouri,75,40.4943,-91.6763
Revillo,South Dakota,105,45.0153,-96.5712
Rewey,Wisconsin,282,42.8419,-90.3961
Rexburg,Idaho,29400,43.8224,-111.792
Rexford,Kansas,225,39.4705,-100.744
Rexford,Montana,158,48.8998,-115.171
Reydon,Oklahoma,206,35.6503,-99.9237
Reyno,Arkansas,451,36.3609,-90.759
Reynolds,Georgia,960,32.5609,-84.0943
Reynolds,Illinois,507,41.3319,-90.6723
Reynolds,Indiana,528,40.7492,-86.8743
Reynolds,Nebraska,66,40.0598,-97.3359
Reynolds,North Dakota,299,47.6685,-97.106
Reynoldsburg,Ohio,38327,39.9587,-82.7944
Rhame,North Dakota,165,46.2347,-103.655
Rhine,Georgia,375,31.9891,-83.2
Rhineland,Missouri,131,38.7205,-91.5175
Rhinelander,Wisconsin,7642,45.6361,-89.4256
Rhodell,West Virginia,160,37.6095,-81.305
Rhodes,Iowa,297,41.9279,-93.1837
Rhodhiss,North Carolina,1024,35.7684,-81.4312
Rhome,Texas,1845,33.0647,-97.4779
Rialto,California,103526,34.1174,-117.389
Rib Lake,Wisconsin,863,45.3196,-90.2031
Rib Mountain,Wisconsin,6891,44.9196,-89.6763
Rice,Minnesota,1391,45.7525,-94.2317
Rice,Texas,974,32.2388,-96.4978
Rice Lake,Minnesota,4139,46.8977,-92.1137
Rice Lake,Wisconsin,8509,45.4863,-91.7447
Riceboro,Georgia,778,31.7264,-81.4438
Riceville,Iowa,764,43.3621,-92.5541
Rich Creek,Virginia,741,37.3832,-80.8204
Rich Hill,Missouri,1317,38.0958,-94.3633
Rich Square,North Carolina,844,36.2739,-77.2839
Richards,Missouri,95,37.9105,-94.557
Richardson,Texas,121323,32.9717,-96.7093
Richardton,North Dakota,561,46.8841,-102.333
Richburg,New York,419,42.0887,-78.1565
Richburg,South Carolina,260,34.7167,-81.0196
Richey,Montana,171,47.6439,-105.07
Richfield,Idaho,496,43.0521,-114.156
Richfield,Kansas,36,37.2653,-101.783
Richfield,Minnesota,36354,44.8762,-93.2833
Richfield,North Carolina,622,35.4703,-80.2575
Richfield,Ohio,3644,41.2353,-81.6421
Richfield,Utah,7888,38.7628,-112.093
Richfield,Wisconsin,11854,43.2372,-88.2413
Richfield Springs,New York,1187,42.8537,-74.9862
Richland,Georgia,1643,32.0885,-84.6625
Richland,Indiana,391,37.9462,-87.169
Richland,Iowa,574,41.1856,-91.996
Richland,Michigan,831,42.3762,-85.4553
Richland,Mississippi,7241,32.2309,-90.1592
Richland,Missouri,1795,37.861,-92.3993
Richland,Nebraska,72,41.4367,-97.2154
Richland,Oregon,177,44.7683,-117.166
Richland,Texas,273,31.9176,-96.4265
Richland,Washington,58225,46.2824,-119.294
Richland Center,Wisconsin,4951,43.3403,-90.384
Richland Hills,Texas,7953,32.8095,-97.2273
Richland Springs,Texas,309,31.2715,-98.9486
Richlands,North Carolina,1703,34.9003,-77.5427
Richlands,Virginia,5234,37.0878,-81.808
Richlawn,Kentucky,412,38.2547,-85.6412
Richmond,California,110567,37.9477,-122.339
Richmond,Illinois,1904,42.4639,-88.3093
Richmond,Indiana,35342,39.8318,-84.8905
Richmond,Kansas,456,38.4004,-95.2519
Richmond,Kentucky,36157,37.7306,-84.2926
Richmond,Louisiana,544,32.3884,-91.1804
Richmond,Michigan,5849,42.8094,-82.7518
Richmond,Minnesota,1470,45.4547,-94.5135
Richmond,Missouri,5653,39.2755,-93.9731
Richmond,Ohio,446,40.4329,-80.772
Richmond,Texas,12578,29.5825,-95.7602
Richmond,Utah,2803,41.923,-111.808
Richmond,Virginia,230436,37.5295,-77.4756
Richmond Heights,Missouri,8801,38.6309,-90.3333
Richmond Heights,Ohio,10342,41.5589,-81.5029
Richmond Hill,Georgia,13839,31.9013,-81.3125
Richton,Mississippi,1008,31.3495,-88.9407
Richton Park,Illinois,13292,41.4816,-87.7387
Richview,Illinois,243,38.3758,-89.1803
Richville,Minnesota,98,46.5061,-95.6262
Richville,New York,302,44.4151,-75.3924
Richwood,Louisiana,3399,32.4486,-92.0774
Richwood,Ohio,2480,40.4277,-83.2955
Richwood,Texas,3988,29.0723,-95.4045
Richwood,West Virginia,1855,38.2221,-80.5363
Rickardsville,Iowa,176,42.5815,-90.8763
Ricketts,Iowa,135,42.1281,-95.5749
Rico,Colorado,231,37.6891,-108.032
Riddle,Oregon,1221,42.9542,-123.365
Riddleville,Georgia,88,32.9069,-82.6661
Ridge Farm,Illinois,812,39.8957,-87.652
Ridge Spring,South Carolina,748,33.8453,-81.6617
Ridgecrest,California,28973,35.6308,-117.662
Ridgecrest,Louisiana,603,31.6018,-91.5304
Ridgefield,Washington,9153,45.8114,-122.705
Ridgefield Park,New Jersey,12901,40.8543,-74.0201
Ridgeland,Mississippi,24104,32.4236,-90.1481
Ridgeland,South Carolina,3811,32.468,-80.9176
Ridgeland,Wisconsin,276,45.2025,-91.8965
Ridgeley,West Virginia,620,39.6432,-78.7711
Ridgely,Maryland,1657,38.9529,-75.8828
Ridgely,Missouri,106,39.4537,-94.6402
Ridgely,Tennessee,1623,36.2607,-89.4808
Ridgeside,Tennessee,441,35.0349,-85.2469
Ridgetop,Tennessee,2137,36.4045,-86.7681
Ridgeville,Alabama,110,34.0569,-86.1029
Ridgeville,Indiana,747,40.2921,-85.0285
Ridgeville,South Carolina,1705,33.09,-80.3071
Ridgeway,Iowa,287,43.2971,-91.9924
Ridgeway,Missouri,432,40.3781,-93.9379
Ridgeway,Ohio,329,40.5119,-83.5688
Ridgeway,South Carolina,291,34.3066,-80.9601
Ridgeway,Virginia,693,36.5781,-79.8583
Ridgeway,Wisconsin,630,42.9986,-89.993
Ridgewood,New Jersey,25056,40.9822,-74.1128
Ridgway,Colorado,1039,38.1573,-107.754
Ridgway,Illinois,747,37.7979,-88.2606
Ridott,Illinois,151,42.2967,-89.4771
Rienzi,Mississippi,308,34.7633,-88.534
Riesel,Texas,1037,31.4763,-96.9304
Rifle,Colorado,9706,39.5362,-107.773
Rigby,Idaho,4292,43.6735,-111.913
Riggins,Idaho,416,45.4204,-116.318
Riley,Indiana,216,39.3897,-87.3002
Riley,Kansas,952,39.299,-96.8276
Rinard,Iowa,50,42.3396,-94.485
Rincon,Georgia,10361,32.2947,-81.2353
Ringgold,Georgia,3630,34.9137,-85.1216
Ringgold,Louisiana,1370,32.3261,-93.2837
Ringling,Oklahoma,954,34.1785,-97.5921
Ringsted,Iowa,370,43.295,-94.5068
Ringwood,Illinois,813,42.3973,-88.3038
Ringwood,Oklahoma,509,36.3821,-98.2412
Rio,Illinois,207,41.1093,-90.3987
Rio,Wisconsin,1039,43.4497,-89.2388
Rio Bravo,Texas,4634,27.3648,-99.482
Rio Communities,New Mexico,4552,34.6459,-106.716
Rio Dell,California,3349,40.5022,-124.11
Rio Grande,Ohio,781,38.8797,-82.379
Rio Grande City,Texas,14511,26.3808,-98.8215
Rio Hondo,Texas,2707,26.2347,-97.5817
Rio Rancho,New Mexico,99178,35.2872,-106.698
Rio Vista,California,9718,38.1763,-121.703
Rio Vista,Texas,1075,32.2351,-97.3744
Ripley,Illinois,82,40.0252,-90.6379
Ripley,Mississippi,5273,34.7321,-88.9444
Ripley,Ohio,1697,38.7325,-83.8346
Ripley,Oklahoma,409,36.0158,-96.9039
Ripley,Tennessee,7753,35.7449,-89.5358
Ripley,West Virginia,3159,38.8201,-81.7091
Ripon,California,16386,37.7417,-121.131
Ripon,Wisconsin,7841,43.8436,-88.8387
Rippey,Iowa,273,41.9342,-94.2008
Ririe,Idaho,681,43.6324,-111.771
Risco,Missouri,310,36.5512,-89.8186
Rising City,Nebraska,352,41.1983,-97.2974
Rising Star,Texas,821,32.0976,-98.9665
Rising Sun,Indiana,2139,38.9531,-84.8545
Rising Sun,Maryland,2781,39.7003,-76.0587
Risingsun,Ohio,629,41.2671,-83.4268
Rison,Arkansas,1212,33.96,-92.1937
Ritchey,Missouri,80,36.944,-94.1858
Rittman,Ohio,6506,40.9736,-81.7849
Ritzville,Washington,1654,47.1253,-118.381
River Bend,Missouri,10,39.1841,-94.3941
River Bend,North Carolina,3026,35.0717,-77.1504
River Bluff,Kentucky,442,38.3719,-85.604
River Falls,Alabama,535,31.3524,-86.5412
River Falls,Wisconsin,16027,44.861,-92.6248
River Forest,Illinois,10816,41.895,-87.8194
River Forest,Indiana,22,40.1107,-85.7294
River Grove,Illinois,9883,41.9243,-87.8379
River Heights,Utah,2076,41.7219,-111.82
River Hills,Wisconsin,1575,43.1717,-87.9353
River Oaks,Texas,7630,32.7767,-97.3984
River Rouge,Michigan,7419,42.2731,-83.1246
Riverbank,California,24881,37.7268,-120.94
Riverdale,Georgia,15594,33.564,-84.4103
Riverdale,Illinois,13077,41.6441,-87.6365
Riverdale,Iowa,435,41.5371,-90.4637
Riverdale,Nebraska,179,40.7839,-99.1605
Riverdale,North Dakota,223,47.4976,-101.366
Riverdale,Utah,8838,41.1732,-112.002
Riverdale Park,Maryland,7200,38.9642,-76.9266
Rivergrove,Oregon,372,45.385,-122.733
Riverlea,Ohio,565,40.0805,-83.0254
Riverside,Alabama,2377,33.6171,-86.2042
Riverside,California,331360,33.9381,-117.395
Riverside,Illinois,8563,41.831,-87.8169
Riverside,Iowa,1022,41.4894,-91.5558
Riverside,Missouri,3505,39.1703,-94.6305
Riverside,New York,472,40.9093,-72.6699
Riverside,Ohio,25133,39.7836,-84.1219
Riverside,Texas,549,30.8472,-95.3984
Riverside,Washington,273,48.5049,-119.51
Riverside,Wyoming,52,41.2154,-106.781
Riverton,Illinois,3434,39.8456,-89.5394
Riverton,Iowa,279,40.6867,-95.5686
Riverton,Minnesota,113,46.4584,-94.0488
Riverton,Nebraska,84,40.0897,-98.7597
Riverton,Utah,44440,40.5177,-111.963
Riverton,Wyoming,10772,43.0421,-108.414
Riverview,Alabama,181,31.0587,-87.0709
Riverview,Michigan,12032,42.1728,-83.1935
Riverview,Missouri,2832,38.7441,-90.211
Riverview Estates,Missouri,84,38.7489,-94.5246
Riverwood,Kentucky,466,38.2831,-85.6614
Riverwoods,Illinois,3562,42.1723,-87.895
Rives,Missouri,59,36.0945,-90.0115
Rives,Tennessee,311,36.3561,-89.0496
Rivesville,West Virginia,903,39.5318,-80.1207
Riviera Beach,Florida,35463,26.7812,-80.0742
Roachdale,Indiana,877,39.8491,-86.8004
Roaming Shores,Ohio,1452,41.6366,-80.8249
Roann,Indiana,451,40.9111,-85.9245
Roanoke,Alabama,5913,33.1454,-85.3694
Roanoke,Illinois,1990,40.7969,-89.2023
Roanoke,Indiana,1710,40.9639,-85.3761
Roanoke,Texas,9388,33.0148,-97.2268
Roanoke,Virginia,99143,37.2785,-79.958
Roanoke Rapids,North Carolina,14320,36.4452,-77.6491
Roaring Springs,Texas,231,33.8992,-100.856
Robards,Kentucky,502,37.6766,-87.5333
Robbins,Illinois,5438,41.6431,-87.708
Robbins,North Carolina,1221,35.4279,-79.5829
Robbinsdale,Minnesota,14389,45.0261,-93.3332
Robbinsville,North Carolina,637,35.3217,-83.8094
Robeline,Louisiana,166,31.6898,-93.3039
Robersonville,North Carolina,1343,35.8248,-77.2529
Robert Lee,Texas,1048,31.8954,-100.486
Roberta,Georgia,973,32.7196,-84.0104
Roberts,Idaho,637,43.7206,-112.128
Roberts,Illinois,329,40.6148,-88.1843
Roberts,Wisconsin,1889,44.9732,-92.5505
Robertsdale,Alabama,6815,30.5534,-87.7023
Robins,Iowa,3537,42.0799,-91.6762
Robinson,Illinois,7341,39.0089,-87.7333
Robinson,Kansas,225,39.8153,-95.4114
Robinson,North Dakota,46,47.142,-99.7813
Robinson,Texas,11926,31.4501,-97.1201
Robstown,Texas,11261,27.7886,-97.6685
Roby,Texas,619,32.746,-100.379
Roca,Nebraska,350,40.6583,-96.6614
Rochelle,Georgia,1103,31.9488,-83.4568
Rochelle,Illinois,9052,41.9195,-89.0632
Rocheport,Missouri,254,38.9785,-92.5633
Rochester,Illinois,3709,39.7493,-89.5455
Rochester,Indiana,5994,41.059,-86.196
Rochester,Kentucky,151,37.2093,-86.8921
Rochester,Michigan,13296,42.6866,-83.1198
Rochester,Minnesota,118935,44.0151,-92.4778
Rochester,New Hampshire,31526,43.299,-70.9787
Rochester,New York,205695,43.168,-77.6162
Rochester,Ohio,175,41.1246,-82.3058
Rochester,Texas,307,33.3142,-99.8565
Rochester,Wisconsin,3867,42.7338,-88.2489
Rochester Hills,Michigan,74516,42.6645,-83.1563
Rock City,Illinois,283,42.413,-89.4709
Rock Creek,Minnesota,1652,45.7604,-92.9088
Rock Creek,Ohio,507,41.6604,-80.8543
Rock Falls,Illinois,8740,41.7723,-89.6928
Rock Falls,Iowa,143,43.207,-93.0871
Rock Hall,Maryland,1274,39.1392,-76.2428
Rock Hill,Missouri,4620,38.6091,-90.3673
Rock Hill,South Carolina,75048,34.9416,-81.0244
Rock Island,Illinois,37176,41.4699,-90.5827
Rock Island,Oklahoma,643,35.1831,-94.4811
Rock Island,Washington,1124,47.3739,-120.138
Rock Port,Missouri,1191,40.4109,-95.5332
Rock Rapids,Iowa,2522,43.4273,-96.1662
Rock River,Wyoming,254,41.7317,-105.975
Rock Springs,Wisconsin,360,43.479,-89.9177
Rock Springs,Wyoming,22653,41.5951,-109.224
Rock Valley,Iowa,3854,43.2028,-96.2902
Rockaway Beach,Missouri,869,36.7019,-93.1617
Rockaway Beach,Oregon,1416,45.6186,-123.94
Rockbridge,Illinois,157,39.2693,-90.2066
Rockdale,Illinois,1910,41.5058,-88.1183
Rockdale,Texas,5503,30.6542,-97.0089
Rockdale,Wisconsin,216,42.9717,-89.0318
Rockford,Alabama,436,32.8896,-86.215
Rockford,Illinois,145609,42.2597,-89.0641
Rockford,Iowa,822,43.0524,-92.9477
Rockford,Michigan,6391,43.1266,-85.5582
Rockford,Minnesota,4515,45.092,-93.7453
Rockford,Ohio,1104,40.6915,-84.6502
Rockford,Tennessee,852,35.8328,-83.9357
Rockford,Washington,486,47.4515,-117.131
Rockham,South Dakota,33,44.9043,-98.8234
Rockingham,North Carolina,8659,34.9386,-79.7608
Rocklake,North Dakota,98,48.7901,-99.2458
Rockland,Idaho,283,42.573,-112.874
Rockland,Maine,7165,44.1274,-69.1369
Rockland,Wisconsin,1900,43.9075,-90.9165
Rockledge,Florida,28227,28.3201,-80.732
Rocklin,California,68823,38.8075,-121.249
Rockmart,Georgia,4433,34.0103,-85.0441
Rockport,Arkansas,704,34.4069,-92.8078
Rockport,Indiana,2144,37.8896,-87.0542
Rockport,Kentucky,265,37.3359,-86.9909
Rockport,Texas,10604,28.029,-97.0722
Rocksprings,Texas,1135,30.0172,-100.213
Rockton,Illinois,7441,42.45,-89.0629
Rockvale,Colorado,519,38.3644,-105.165
Rockville,Indiana,2478,39.7665,-87.2295
